ts,city,temp,cond
1998-05-06 00:00:00.0,Sevilla,51,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1998-05-08 00:00:00.0,Sevilla,74,"Rain not freezing continuous moderate at time of observation"
1998-05-14 00:00:00.0,Sevilla,87,Snow grains (with or without fog)
1998-05-19 00:00:00.0,Sevilla,95,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1998-05-21 00:00:00.0,Sevilla,76,Isolated star-like snow crystals (with or without fog)
1998-05-25 00:00:00.0,Sevilla,69,"Thunderstorm heavy without hail (Hail small hail snow pellets) but with rain  and/or snow at time of observation thunderstorm at time of observation"
1998-05-29 00:00:00.0,Sevilla,89,"Snow shower(s) moderate or heavy"
1998-06-02 00:00:00.0,Sevilla,65,Slight or moderate drifting snow generally low (below eye level)
1998-06-03 00:00:00.0,Sevilla,103,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed moderate or heavy"
1997-07-07 00:00:00.0,Shanghai,61,Clouds generally dissolving or becoming less developed
1997-08-15 00:00:00.0,Shanghai,60,"Rain freezing slight"
1997-10-14 00:00:00.0,Shanghai,84,"Fog or ice fog sky invisible no appreciable change during the preceding hour"
1998-02-18 00:00:00.0,Shanghai,61,"Drizzle and rain moderate or heavy"
1998-02-23 00:00:00.0,Shanghai,41,Mist
1996-08-05 00:00:00.0,Stavern,90,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1996-08-12 00:00:00.0,Stavern,101,"Fog depositing rime sky invisible"
1996-08-28 00:00:00.0,Stavern,75,Slight or moderate blowing snow generally high (above eye level)
1996-10-17 00:00:00.0,Stavern,49,"Intermittent fall of snowflakes moderate at time of observation"
1996-10-31 00:00:00.0,Stavern,76,"Continuous fall of snowflakes moderate at time of observation"
1996-11-07 00:00:00.0,Stavern,105,"Rain not freezing continuous heavy at time of observation"
1996-11-26 00:00:00.0,Stavern,70,"Drizzle not freezing continuous heavy (dense) at time of observation"
1996-12-13 00:00:00.0,Stavern,100,"Drizzle freezing moderate or heavy (dense)"
1996-12-20 00:00:00.0,Stavern,115,"Drizzle not freezing intermittent heavy (dense) at time of observation"
1997-01-02 00:00:00.0,Stavern,59,"Drizzle freezing moderate or heavy (dense)"
1997-01-15 00:00:00.0,Stavern,42,Slight or moderate drifting snow generally low (below eye level)
1997-02-11 00:00:00.0,Stavern,66,Mist
1997-02-24 00:00:00.0,Stavern,119,"Drizzle not freezing continuous heavy (dense) at time of observation"
1997-03-06 00:00:00.0,Stavern,64,"Thunderstorm slight or moderate without hail (Hail small hail snow pellets) but with rain and/or snow at time of observation thunderstorm at time of  observation"
1997-04-08 00:00:00.0,Stavern,76,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation but no duststorm or sandstorm"
1997-05-09 00:00:00.0,Stavern,78,"Drizzle not freezing intermittent slight at time of observation"
1997-05-22 00:00:00.0,Stavern,92,Heavy drifting snow generally low (below eye level)
1997-05-27 00:00:00.0,Stavern,39,"Widespread dust in suspension in the air not raised by wind at or near the station at the time of observation"
1997-06-09 00:00:00.0,Stavern,45,"Fog or ice fog sky visible no appreciable change during the preceding hour"
1997-06-17 00:00:00.0,Stavern,49,"Drizzle and rain moderate or heavy"
1997-07-02 00:00:00.0,Stavern,110,"Drizzle and rain slight"
1997-07-11 00:00:00.0,Stavern,80,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1997-07-16 00:00:00.0,Stavern,76,"Continuous fall of snowflakes heavy at time of observation"
1997-08-19 00:00:00.0,Stavern,101,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1997-09-02 00:00:00.0,Stavern,80,Drizzle (not freezing) or snow grains not falling as shower(s)
1997-09-08 00:00:00.0,Stavern,52,Isolated star-like snow crystals (with or without fog)
1997-09-12 00:00:00.0,Stavern,46,"Drizzle and rain slight"
1997-09-17 00:00:00.0,Stavern,82,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-09-23 00:00:00.0,Stavern,85,"Rain not freezing intermittent moderate at time of observation"
1997-10-01 00:00:00.0,Stavern,77,Slight or moderate drifting snow generally low (below eye level)
1997-10-29 00:00:00.0,Stavern,66,"Thunderstorm combined with duststorm or sandstorm at time of observation thunderstorm at time of observation"
1997-10-31 00:00:00.0,Stavern,50,"Fog or ice fog sky visible no appreciable change during the preceding hour"
1997-11-03 00:00:00.0,Stavern,82,"Rain not freezing intermittent moderate at time of observation"
1997-11-05 00:00:00.0,Stavern,64,"Rain not freezing continuous moderate at time of observation"
1997-11-12 00:00:00.0,Stavern,88,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1997-11-13 00:00:00.0,Stavern,67,"Thunderstorm slight or moderate with hail (hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-11-19 00:00:00.0,Stavern,83,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1997-12-05 00:00:00.0,Stavern,90,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-12-15 00:00:00.0,Stavern,103,"Dust or sand raised by wind at or near the station at the time of observation but no well-developed dust whirl(s) or sand whirl(s) and no duststorm or sandstorm seen or in the case of ships blowing spray at the station"
1997-12-18 00:00:00.0,Stavern,77,"Dust or sand raised by wind at or near the station at the time of observation but no well-developed dust whirl(s) or sand whirl(s) and no duststorm or sandstorm seen or in the case of ships blowing spray at the station"
1998-01-02 00:00:00.0,Stavern,92,"Patches of shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea"
1998-01-14 00:00:00.0,Stavern,111,"Continuous fall of snowflakes moderate at time of observation"
1998-01-15 00:00:00.0,Stavern,68,Funnel cloud(s) (Tornado cloud or waterspout) at or within sight of the station during the preceding hour or at the time of observation 
1998-02-05 00:00:00.0,Stavern,98,Snow grains (with or without fog)
1998-02-11 00:00:00.0,Stavern,87,Ice pellets
1998-02-26 00:00:00.0,Stavern,83,"Drizzle freezing moderate or heavy (dense)"
1998-03-04 00:00:00.0,Stavern,80,Isolated star-like snow crystals (with or without fog)
1998-03-12 00:00:00.0,Stavern,91,Isolated star-like snow crystals (with or without fog)
1998-03-26 00:00:00.0,Stavern,68,"Rain not freezing continuous slight at time of observation"
1998-04-17 00:00:00.0,Stavern,84,Shower(s) of snow or of rain and snow
1998-04-23 00:00:00.0,Stavern,39,"Rain not freezing intermittent moderate at time of observation"
1998-04-24 00:00:00.0,Stavern,48,"Thunderstorm slight or moderate with hail (hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1998-04-28 00:00:00.0,Stavern,86,Slight or moderate blowing snow generally high (above eye level)
1998-04-29 00:00:00.0,Stavern,77,"Rain or drizzle and snow slight"
1998-05-05 00:00:00.0,Stavern,60,"Fog depositing rime sky visible"
1998-05-18 00:00:00.0,Stavern,73,"Precipitation within sight reaching the ground or the surface of the sea near to but not at the station"
1998-05-20 00:00:00.0,Stavern,108,"Intermittent fall of snowflakes heavy at time of observation"
1996-08-20 00:00:00.0,Strasbourg,95,Slight or moderate blowing snow generally high (above eye level)
1996-08-22 00:00:00.0,Strasbourg,93,Fog or ice fog in patches
1996-08-26 00:00:00.0,Strasbourg,67,"Drizzle freezing slight"
1996-09-06 00:00:00.0,Strasbourg,98,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1996-09-13 00:00:00.0,Strasbourg,104,"Rain not freezing continuous moderate at time of observation"
1996-09-24 00:00:00.0,Strasbourg,105,"Duststorm or sandstorm within sight at the time of observation or at the station during the preceding hour"
1996-10-16 00:00:00.0,Strasbourg,80,"Drizzle not freezing continuous slight at time of observation"
1996-11-08 00:00:00.0,Strasbourg,118,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1996-11-15 00:00:00.0,Strasbourg,80,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation but no duststorm or sandstorm"
1996-11-19 00:00:00.0,Strasbourg,41,"Shower(s) of hail (Hail small hail snow pellets) or rain and hail"
1996-11-20 00:00:00.0,Strasbourg,71,"Intermittent fall of snowflakes heavy at time of observation"
1996-11-28 00:00:00.0,Strasbourg,64,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1996-11-29 00:00:00.0,Strasbourg,75,Slight or moderate duststorm or sandstorm has decreased during the preceding hour
1996-12-20 00:00:00.0,Strasbourg,57,"Rain not freezing continuous heavy at time of observation"
1996-12-31 00:00:00.0,Strasbourg,51,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed moderate or heavy"
1997-01-02 00:00:00.0,Strasbourg,54,"Thunderstorm slight or moderate with hail (hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-01-20 00:00:00.0,Strasbourg,72,Snow not falling as shower(s)
1997-01-22 00:00:00.0,Strasbourg,115,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-01-29 00:00:00.0,Strasbourg,63,Fog or ice fog
1997-02-10 00:00:00.0,Strasbourg,60,"Fog depositing rime sky invisible"
1997-02-13 00:00:00.0,Strasbourg,73,"Shower(s) of rain and snow mixed slight"
1997-03-05 00:00:00.0,Strasbourg,48,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1997-03-07 00:00:00.0,Strasbourg,113,Clouds generally dissolving or becoming less developed
1997-03-18 00:00:00.0,Strasbourg,81,Slight or moderate drifting snow generally low (below eye level)
1997-03-27 00:00:00.0,Strasbourg,68,"Shower(s) of hail (Hail small hail snow pellets) or rain and hail"
1997-04-01 00:00:00.0,Strasbourg,80,Fog or ice fog
1997-04-04 00:00:00.0,Strasbourg,57,"Rain freezing moderate or heavy"
1997-04-07 00:00:00.0,Strasbourg,69,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-04-11 00:00:00.0,Strasbourg,56,State of sky on the whole unchanged
1997-04-23 00:00:00.0,Strasbourg,77,"Drizzle not freezing continuous slight at time of observation"
1997-04-28 00:00:00.0,Strasbourg,109,Severe duststorm or sandstorm has decreased during the preceding hour
1997-05-09 00:00:00.0,Strasbourg,44,"Intermittent fall of snowflakes slight at time of observation"
1997-05-15 00:00:00.0,Strasbourg,114,Cloud development not observed or not observable
1997-05-16 00:00:00.0,Strasbourg,89,"Precipitation within sight reaching the ground or the surface of the sea but distant i.e. estimated to be more than 5 km from the station"
1997-05-27 00:00:00.0,Strasbourg,119,Severe duststorm or sandstorm no appreciable change during the preceding hour
1997-06-05 00:00:00.0,Strasbourg,115,"Shower(s) of hail (hail small hail snow pellets)  with or without rain or rain and snow mixed not associated with thunder slight"
1997-06-06 00:00:00.0,Strasbourg,62,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-06-16 00:00:00.0,Strasbourg,84,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation but no duststorm or sandstorm"
1997-07-03 00:00:00.0,Strasbourg,75,"Rain or drizzle and snow slight"
1997-07-07 00:00:00.0,Strasbourg,92,"Drizzle not freezing continuous slight at time of observation"
1997-07-10 00:00:00.0,Strasbourg,60,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1997-07-24 00:00:00.0,Strasbourg,110,"Thunderstorm slight or moderate without hail (Hail small hail snow pellets) but with rain and/or snow at time of observation thunderstorm at time of  observation"
1997-07-28 00:00:00.0,Strasbourg,45,Rain (not freezing) not falling as shower(s)
1997-07-30 00:00:00.0,Strasbourg,111,"Fog or ice fog sky invisible no appreciable change during the preceding hour"
1997-08-01 00:00:00.0,Strasbourg,52,"Rain or drizzle and snow moderate or heavy"
1997-08-06 00:00:00.0,Strasbourg,58,"Rain or drizzle and snow slight"
1997-08-15 00:00:00.0,Strasbourg,69,"Rain not freezing intermittent slight at time of observation"
1997-08-22 00:00:00.0,Strasbourg,91,Isolated star-like snow crystals (with or without fog)
1997-08-25 00:00:00.0,Strasbourg,90,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-08-27 00:00:00.0,Strasbourg,53,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1997-08-28 00:00:00.0,Strasbourg,60,"Precipitation within sight not reaching the ground or the surface of the sea"
1997-09-09 00:00:00.0,Strasbourg,41,"Slight snow or rain and snow mixed or hail (Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-10-06 00:00:00.0,Strasbourg,109,Clouds generally dissolving or becoming less developed
1997-10-07 00:00:00.0,Strasbourg,90,Freezing drizzle or freezing rain not falling as shower(s)
1997-10-09 00:00:00.0,Strasbourg,96,"Fog or ice fog sky invisible has become thinner during the preceding hour"
1997-10-10 00:00:00.0,Strasbourg,88,"Shower(s) of rain and snow mixed moderate or heavy"
1997-10-21 00:00:00.0,Strasbourg,94,Clouds generally dissolving or becoming less developed
1997-10-23 00:00:00.0,Strasbourg,116,"Shower(s) of hail (hail small hail snow pellets)  with or without rain or rain and snow mixed not associated with thunder slight"
1997-10-24 00:00:00.0,Strasbourg,100,Funnel cloud(s) (Tornado cloud or waterspout) at or within sight of the station during the preceding hour or at the time of observation 
1997-11-05 00:00:00.0,Strasbourg,90,"Thunderstorm heavy without hail (Hail small hail snow pellets) but with rain  and/or snow at time of observation thunderstorm at time of observation"
1997-12-09 00:00:00.0,Strasbourg,97,Severe duststorm or sandstorm has decreased during the preceding hour
1997-12-22 00:00:00.0,Strasbourg,61,"More or less continuous shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea "
1997-12-23 00:00:00.0,Strasbourg,69,Cloud development not observed or not observable
1997-12-26 00:00:00.0,Strasbourg,50,Isolated star-like snow crystals (with or without fog)
1997-12-31 00:00:00.0,Strasbourg,46,"Fog depositing rime sky invisible"
1998-01-05 00:00:00.0,Strasbourg,106,"Precipitation within sight reaching the ground or the surface of the sea near to but not at the station"
1998-01-14 00:00:00.0,Strasbourg,54,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1998-01-15 00:00:00.0,Strasbourg,97,"Intermittent fall of snowflakes heavy at time of observation"
1998-01-22 00:00:00.0,Strasbourg,61,Slight or moderate duststorm or sandstorm has decreased during the preceding hour
1998-01-26 00:00:00.0,Strasbourg,56,"Snow shower(s) moderate or heavy"
1998-01-30 00:00:00.0,Strasbourg,97,"Show shower(s) slight"
1998-02-04 00:00:00.0,Strasbourg,65,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-02-09 00:00:00.0,Strasbourg,43,"Slight snow or rain and snow mixed or hail (Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-02-18 00:00:00.0,Strasbourg,88,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-03-02 00:00:00.0,Strasbourg,87,"Lightning visible no thunder heard"
1998-03-05 00:00:00.0,Strasbourg,41,"Shower(s) of rain and snow mixed slight"
1998-03-06 00:00:00.0,Strasbourg,103,Slight or moderate duststorm or sandstorm no appreciable change during the preceding hour
1998-03-12 00:00:00.0,Strasbourg,101,"Thunderstorm heavy without hail (Hail small hail snow pellets) but with rain  and/or snow at time of observation thunderstorm at time of observation"
1998-03-24 00:00:00.0,Strasbourg,101,Severe duststorm or sandstorm has decreased during the preceding hour
1998-03-26 00:00:00.0,Strasbourg,66,Ice pellets
1998-03-30 00:00:00.0,Strasbourg,66,"Thunderstorm combined with duststorm or sandstorm at time of observation thunderstorm at time of observation"
1998-04-01 00:00:00.0,Strasbourg,83,Cloud development not observed or not observable
1998-04-08 00:00:00.0,Strasbourg,69,"Drizzle and rain slight"
1998-04-10 00:00:00.0,Strasbourg,75,Severe duststorm or sandstorm has decreased during the preceding hour
1998-04-16 00:00:00.0,Strasbourg,87,Diamond dust (with or without fog)
1998-04-17 00:00:00.0,Strasbourg,50,"Fog or ice fog sky visible has become thinner during the preceding hour"
1998-04-27 00:00:00.0,Strasbourg,47,"Patches of shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea"
1998-04-29 00:00:00.0,Strasbourg,56,"Intermittent fall of snowflakes moderate at time of observation"
1998-05-05 00:00:00.0,Strasbourg,105,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1998-05-08 00:00:00.0,Strasbourg,107,"Fog depositing rime sky visible"
1998-05-13 00:00:00.0,Strasbourg,113,"Drizzle not freezing continuous moderate at time of observation"
1998-05-22 00:00:00.0,Strasbourg,92,"Rain not freezing intermittent heavy at time of observation"
1998-05-25 00:00:00.0,Strasbourg,78,Fog or ice fog
1998-06-01 00:00:00.0,Strasbourg,85,Clouds generally forming or developing
1996-08-28 00:00:00.0,Stuttgart,62,"Thunderstorm heavy without hail (Hail small hail snow pellets) but with rain  and/or snow at time of observation thunderstorm at time of observation"
1996-08-29 00:00:00.0,Stuttgart,82,Slight or moderate duststorm or sandstorm no appreciable change during the preceding hour
1996-09-02 00:00:00.0,Stuttgart,71,"Drizzle freezing moderate or heavy (dense)"
1996-09-12 00:00:00.0,Stuttgart,116,"Intermittent fall of snowflakes slight at time of observation"
1996-09-19 00:00:00.0,Stuttgart,71,"Drizzle not freezing continuous heavy (dense) at time of observation"
1996-10-07 00:00:00.0,Stuttgart,118,Cloud development not observed or not observable
1996-10-08 00:00:00.0,Stuttgart,57,Heavy drifting snow generally low (below eye level)
1996-10-21 00:00:00.0,Stuttgart,58,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1996-11-04 00:00:00.0,Stuttgart,91,Severe duststorm or sandstorm has decreased during the preceding hour
1996-11-18 00:00:00.0,Stuttgart,89,"Drizzle not freezing continuous slight at time of observation"
1996-11-26 00:00:00.0,Stuttgart,39,Snow grains (with or without fog)
1996-12-05 00:00:00.0,Stuttgart,95,"Rain not freezing intermittent slight at time of observation"
1996-12-16 00:00:00.0,Stuttgart,80,Slight or moderate duststorm or sandstorm has decreased during the preceding hour
1996-12-30 00:00:00.0,Stuttgart,94,Slight or moderate duststorm or sandstorm no appreciable change during the preceding hour
1997-01-01 00:00:00.0,Stuttgart,84,Slight or moderate duststorm or sandstorm no appreciable change during the preceding hour
1997-01-02 00:00:00.0,Stuttgart,98,"Fog or ice fog sky visible has become thinner during the preceding hour"
1997-01-06 00:00:00.0,Stuttgart,97,"Thunderstorm slight or moderate without hail (Hail small hail snow pellets) but with rain and/or snow at time of observation thunderstorm at time of  observation"
1997-01-07 00:00:00.0,Stuttgart,63,"Thunderstorm slight or moderate without hail (Hail small hail snow pellets) but with rain and/or snow at time of observation thunderstorm at time of  observation"
1997-01-14 00:00:00.0,Stuttgart,48,"Rain or drizzle and snow moderate or heavy"
1997-01-16 00:00:00.0,Stuttgart,75,"Thunderstorm slight or moderate with hail (hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-01-21 00:00:00.0,Stuttgart,90,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-01-23 00:00:00.0,Stuttgart,39,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-02-13 00:00:00.0,Stuttgart,119,Slight or moderate duststorm or sandstorm no appreciable change during the preceding hour
1997-03-06 00:00:00.0,Stuttgart,78,"Duststorm or sandstorm within sight at the time of observation or at the station during the preceding hour"
1997-03-18 00:00:00.0,Stuttgart,42,"Rain not freezing intermittent heavy at time of observation"
1997-03-26 00:00:00.0,Stuttgart,112,"Thunderstorm but no precipitation at the time of observation"
1997-03-28 00:00:00.0,Stuttgart,97,"Continuous fall of snowflakes moderate at time of observation"
1997-03-31 00:00:00.0,Stuttgart,106,Squalls at or within sight of the station during the preceding hour or at the time of observation
1997-04-01 00:00:00.0,Stuttgart,79,"Rain not freezing continuous slight at time of observation"
1997-04-21 00:00:00.0,Stuttgart,48,"Precipitation within sight not reaching the ground or the surface of the sea"
1997-04-28 00:00:00.0,Stuttgart,57,"Fog depositing rime sky invisible"
1997-05-05 00:00:00.0,Stuttgart,56,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1997-05-19 00:00:00.0,Stuttgart,83,"Lightning visible no thunder heard"
1997-05-22 00:00:00.0,Stuttgart,57,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed moderate or heavy"
1997-06-03 00:00:00.0,Stuttgart,51,"Rain not freezing continuous moderate at time of observation"
1997-06-11 00:00:00.0,Stuttgart,82,"Fog depositing rime sky invisible"
1997-06-17 00:00:00.0,Stuttgart,51,Heavy blowing snow generally high (above eye level)
1997-07-02 00:00:00.0,Stuttgart,43,Mist
1997-07-07 00:00:00.0,Stuttgart,104,Slight or moderate duststorm or sandstorm has decreased during the preceding hour
1997-07-10 00:00:00.0,Stuttgart,86,"Drizzle freezing slight"
1997-08-04 00:00:00.0,Stuttgart,91,"Precipitation within sight not reaching the ground or the surface of the sea"
1997-09-03 00:00:00.0,Stuttgart,57,"Drizzle not freezing intermittent moderate at time of observation"
1997-09-04 00:00:00.0,Stuttgart,52,Slight or moderate drifting snow generally low (below eye level)
1997-09-11 00:00:00.0,Stuttgart,47,"Intermittent fall of snowflakes slight at time of observation"
1997-09-18 00:00:00.0,Stuttgart,53,"Drizzle not freezing intermittent moderate at time of observation"
1997-09-19 00:00:00.0,Stuttgart,97,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1997-09-29 00:00:00.0,Stuttgart,104,"Snow shower(s) moderate or heavy"
1997-10-01 00:00:00.0,Stuttgart,43,Freezing drizzle or freezing rain not falling as shower(s)
1997-10-02 00:00:00.0,Stuttgart,86,"Show shower(s) slight"
1997-10-09 00:00:00.0,Stuttgart,80,"Lightning visible no thunder heard"
1997-10-13 00:00:00.0,Stuttgart,93,"Rain freezing moderate or heavy"
1997-10-20 00:00:00.0,Stuttgart,112,"Drizzle not freezing continuous heavy (dense) at time of observation"
1997-10-21 00:00:00.0,Stuttgart,74,"Drizzle freezing moderate or heavy (dense)"
1997-10-27 00:00:00.0,Stuttgart,118,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation but no duststorm or sandstorm"
1997-10-30 00:00:00.0,Stuttgart,45,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-11-03 00:00:00.0,Stuttgart,40,"Rain not freezing intermittent moderate at time of observation"
1997-11-11 00:00:00.0,Stuttgart,45,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation but no duststorm or sandstorm"
1997-11-17 00:00:00.0,Stuttgart,103,Mist
1997-11-24 00:00:00.0,Stuttgart,112,"Dust or sand raised by wind at or near the station at the time of observation but no well-developed dust whirl(s) or sand whirl(s) and no duststorm or sandstorm seen or in the case of ships blowing spray at the station"
1997-11-27 00:00:00.0,Stuttgart,77,"Rain freezing moderate or heavy"
1997-12-02 00:00:00.0,Stuttgart,83,"Drizzle not freezing continuous moderate at time of observation"
1997-12-09 00:00:00.0,Stuttgart,62,"Fog or ice fog sky visible has become thinner during the preceding hour"
1997-12-11 00:00:00.0,Stuttgart,95,Clouds generally forming or developing
1997-12-12 00:00:00.0,Stuttgart,87,"Drizzle and rain slight"
1997-12-18 00:00:00.0,Stuttgart,83,"Thunderstorm but no precipitation at the time of observation"
1997-12-19 00:00:00.0,Stuttgart,83,Freezing drizzle or freezing rain not falling as shower(s)
1997-12-26 00:00:00.0,Stuttgart,92,"Intermittent fall of snowflakes heavy at time of observation"
1998-01-12 00:00:00.0,Stuttgart,105,"Drizzle not freezing continuous moderate at time of observation"
1998-01-15 00:00:00.0,Stuttgart,97,"Rain or drizzle and snow slight"
1998-01-20 00:00:00.0,Stuttgart,79,Squalls at or within sight of the station during the preceding hour or at the time of observation
1998-01-21 00:00:00.0,Stuttgart,117,"Drizzle not freezing continuous slight at time of observation"
1998-01-22 00:00:00.0,Stuttgart,73,Severe duststorm or sandstorm no appreciable change during the preceding hour
1998-01-27 00:00:00.0,Stuttgart,75,"Slight snow or rain and snow mixed or hail (Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-01-28 00:00:00.0,Stuttgart,112,Isolated star-like snow crystals (with or without fog)
1998-01-29 00:00:00.0,Stuttgart,96,"Patches of shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea"
1998-01-30 00:00:00.0,Stuttgart,65,Severe duststorm or sandstorm has decreased during the preceding hour
1998-02-04 00:00:00.0,Stuttgart,52,"Patches of shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea"
1998-02-05 00:00:00.0,Stuttgart,83,"Precipitation within sight reaching the ground or the surface of the sea but distant i.e. estimated to be more than 5 km from the station"
1998-02-10 00:00:00.0,Stuttgart,81,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1998-03-10 00:00:00.0,Stuttgart,85,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed moderate or heavy"
1998-03-12 00:00:00.0,Stuttgart,51,Severe duststorm or sandstorm has decreased during the preceding hour
1998-03-16 00:00:00.0,Stuttgart,67,Severe duststorm or sandstorm has decreased during the preceding hour
1998-03-25 00:00:00.0,Stuttgart,93,Diamond dust (with or without fog)
1998-03-30 00:00:00.0,Stuttgart,103,"Rain shower(s) slight"
1998-03-31 00:00:00.0,Stuttgart,70,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1998-04-01 00:00:00.0,Stuttgart,81,"Lightning visible no thunder heard"
1998-04-02 00:00:00.0,Stuttgart,49,State of sky on the whole unchanged
1998-04-07 00:00:00.0,Stuttgart,54,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1998-04-08 00:00:00.0,Stuttgart,77,"Drizzle not freezing continuous slight at time of observation"
1998-04-17 00:00:00.0,Stuttgart,68,"Rain or drizzle and snow slight"
1998-04-21 00:00:00.0,Stuttgart,84,Fog or ice fog
1998-04-28 00:00:00.0,Stuttgart,54,"Fog or ice fog sky invisible no appreciable change during the preceding hour"
1998-05-01 00:00:00.0,Stuttgart,59,"Rain shower(s) moderate or heavy"
1998-05-14 00:00:00.0,Stuttgart,60,Snow not falling as shower(s)
1998-05-19 00:00:00.0,Stuttgart,83,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-05-21 00:00:00.0,Stuttgart,60,"Fog or ice fog sky visible has become thinner during the preceding hour"
1998-05-27 00:00:00.0,Stuttgart,63,Clouds generally forming or developing
1998-05-29 00:00:00.0,Stuttgart,77,Rain and snow or ice pellets not falling as shower(s)
1998-06-02 00:00:00.0,Stuttgart,46,"Snow shower(s) moderate or heavy"
1997-05-20 00:00:00.0,Sydney,71,"Intermittent fall of snowflakes heavy at time of observation"
1998-03-06 00:00:00.0,Sydney,94,"Drizzle and rain slight"
1998-03-10 00:00:00.0,Sydney,96,Isolated star-like snow crystals (with or without fog)
1998-04-08 00:00:00.0,Sydney,93,Shower(s) of snow or of rain and snow
1996-08-29 00:00:00.0,Tokyo,73,"Continuous fall of snowflakes moderate at time of observation"
1997-03-19 00:00:00.0,Tokyo,83,"Fog or ice fog sky visible no appreciable change during the preceding hour"
1998-03-26 00:00:00.0,Tokyo,75,Cloud development not observed or not observable
1998-05-25 00:00:00.0,Tokyo,88,Diamond dust (with or without fog)
